problem_id,similar_problem_id,similarity_score,rank,domain,subtopic,difficulty_label,similar_domain,similar_subtopic,similar_difficulty_label
MATHNET-0jzx,MATHNET-0gqo,0.8443896833237899,9,Algebra,Algebraic Expressions | Equations and Inequalities,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-0hz2,MATHNET-0b1m,0.8443528974992872,9,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0b1m,MATHNET-0hz2,0.8443528974992872,10,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0eu5,MATHNET-01u2,0.8443452113500914,6,Discrete Mathematics,Combinatorics,Very Hard,Discrete Mathematics,Combinatorics,Very Hard
MATHNET-01u2,MATHNET-0eu5,0.8443452113500914,9,Discrete Mathematics,Combinatorics,Very Hard,Discrete Mathematics,Combinatorics,Very Hard
MATHNET-0925,MATHNET-00k4,0.8441738559504772,6,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry | Solid Geometry,Hard
MATHNET-00k4,MATHNET-0925,0.8441738559504772,2,Geometry,Plane Geometry | Solid Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0fk4,MATHNET-0hj7,0.8440557829032049,5,Number Theory,Divisibility / Factorization,Easy,Number Theory,Divisibility / Factorization | Modular Arithmetic,Easy
MATHNET-0fhe,MATHNET-0dvk,0.8439859798554935,9,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0dvk,MATHNET-0fhe,0.8439859798554935,7,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-01ub,MATHNET-01x5,0.843959735980169,1,Algebra,Intermediate Algebra | Prealgebra / Basic Algebra,Medium,Algebra,Algebraic Expressions | Equations and Inequalities | Intermediate Algebra,Medium
MATHNET-01x5,MATHNET-01ub,0.843959735980169,2,Algebra,Algebraic Expressions | Equations and Inequalities | Intermediate Algebra,Medium,Algebra,Intermediate Algebra | Prealgebra / Basic Algebra,Medium
MATHNET-0j4z,MATHNET-0a9f,0.8439403485267611,4,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Hard
MATHNET-0a9f,MATHNET-0j4z,0.8439403485267611,4,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Medium
MATHNET-0l0n,MATHNET-03zv,0.8438685045058693,5,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations | Divisibility / Factorization,Medium,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Medium
MATHNET-03zv,MATHNET-0l0n,0.8438685045058693,5,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Medium,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations | Divisibility / Factorization,Medium
MATHNET-0doe,MATHNET-0fre,0.8438086829677648,4,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0fre,MATHNET-0doe,0.8438086829677648,7,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0kx0,MATHNET-0ing,0.8437754721502384,5,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0ing,MATHNET-0kx0,0.8437754721502384,5,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0jzx,MATHNET-0acd,0.8434772709329527,10,Algebra,Algebraic Expressions | Equations and Inequalities,Easy,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Medium
MATHNET-0acd,MATHNET-0jzx,0.8434772709329527,10,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Medium,Algebra,Algebraic Expressions | Equations and Inequalities,Easy
MATHNET-08y6,MATHNET-058t,0.8434310826118138,3,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-058t,MATHNET-08y6,0.8434310826118138,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0bow,MATHNET-0455,0.8433726489330283,3,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0455,MATHNET-0bow,0.8433726489330283,5,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0e08,MATHNET-0kpx,0.8433705924859677,9,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions | Intermediate Algebra,Easy
MATHNET-0kpx,MATHNET-0e08,0.8433705924859677,2,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy
MATHNET-0217,MATHNET-05dk,0.8429794993819708,6,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-05dk,MATHNET-0217,0.8429794993819708,5,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-02ca,MATHNET-0g7r,0.8429769086875397,6,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0g7r,MATHNET-02ca,0.8429769086875397,7,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-09sr,MATHNET-05yo,0.8428483533682734,7,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Hard
MATHNET-0dxz,MATHNET-05dg,0.8428427052573131,2,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-05dg,MATHNET-0dxz,0.8428427052573131,4,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0bow,MATHNET-06pl,0.8425985031136874,4,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-06pl,MATHNET-0bow,0.8425985031136874,6,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-07gw,MATHNET-0inh,0.842510007659879,1,Algebra | Number Theory,Abstract Algebra | Algebraic Expressions | Diophantine Equations | Divisibility / Factorization,Very Hard,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations | Divisibility / Factorization,Very Hard
MATHNET-0inh,MATHNET-07gw,0.842510007659879,7,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations | Divisibility / Factorization,Very Hard,Algebra | Number Theory,Abstract Algebra | Algebraic Expressions | Diophantine Equations | Divisibility / Factorization,Very Hard
MATHNET-00kp,MATHNET-01qj,0.8423737651942867,10,Algebra,Equations and Inequalities,Easy,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy
MATHNET-01qj,MATHNET-00kp,0.8423737651942867,6,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-09vi,MATHNET-0cr9,0.842289812264477,9,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0jx0,MATHNET-0cz9,0.8422395595147477,2,Algebra,Algebraic Expressions | Intermediate Algebra,Medium,Algebra,Algebraic Expressions,Medium
MATHNET-0cz9,MATHNET-0jx0,0.8422395595147477,4,Algebra,Algebraic Expressions,Medium,Algebra,Algebraic Expressions | Intermediate Algebra,Medium
MATHNET-0fev,MATHNET-0ef5,0.8420386106568758,10,Algebra,Equations and Inequalities | Intermediate Algebra | Prealgebra / Basic Algebra,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0ef5,MATHNET-0fev,0.8420386106568758,5,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Equations and Inequalities | Intermediate Algebra | Prealgebra / Basic Algebra,Easy
MATHNET-0bn3,MATHNET-09hf,0.8419864708497691,5,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-09hf,MATHNET-0bn3,0.8419864708497691,2,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-09vi,MATHNET-05g5,0.841709365653395,10,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0cm5,MATHNET-04v9,0.8416254536745306,4,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-04v9,MATHNET-0cm5,0.8416254536745306,7,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-02xm,MATHNET-0dw6,0.8414705409575572,5,Number Theory,Other,Easy,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,Easy
MATHNET-0bnh,MATHNET-0jzx,0.8414648998131692,2,Algebra,Algebraic Expressions,Medium,Algebra,Algebraic Expressions | Equations and Inequalities,Easy
MATHNET-05x1,MATHNET-02qx,0.8413678379752352,5,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-02qx,MATHNET-05x1,0.8413678379752352,7,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-06h1,MATHNET-0dil,0.8413424143170999,5,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0dil,MATHNET-06h1,0.8413424143170999,8,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-095q,MATHNET-0fg1,0.8412617079971192,8,Geometry,Solid Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0g0d,MATHNET-05lp,0.8410505742928502,8,Discrete Mathematics,Combinatorics,Medium,Discrete Mathematics,Combinatorics,Medium
MATHNET-05lp,MATHNET-0g0d,0.8410505742928502,1,Discrete Mathematics,Combinatorics,Medium,Discrete Mathematics,Combinatorics,Medium
MATHNET-0jw5,MATHNET-0c1k,0.8409891637071386,9,Number Theory,Divisibility / Factorization,Easy,Number Theory,Divisibility / Factorization | Modular Arithmetic,Easy
MATHNET-0jw5,MATHNET-0c6i,0.8409891637071386,7,Number Theory,Divisibility / Factorization,Easy,Number Theory,Diophantine Equations | Divisibility / Factorization,Easy
MATHNET-0gbv,MATHNET-0g60,0.8409244569919357,4,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Modular Arithmetic,Medium,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations,Medium
MATHNET-0g60,MATHNET-0gbv,0.8409244569919357,9,Algebra | Number Theory,Algebraic Expressions | Diophantine Equations,Medium,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization | Modular Arithmetic,Medium
MATHNET-0d6i,MATHNET-03o9,0.8408430344737996,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-03o9,MATHNET-0d6i,0.8408430344737996,2,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-00md,MATHNET-07r9,0.8407642875097523,6,Algebra,Algebraic Expressions,Medium,Algebra,Algebraic Expressions | Intermediate Algebra | Prealgebra / Basic Algebra,Medium
MATHNET-07r9,MATHNET-00md,0.8407642875097523,7,Algebra,Algebraic Expressions | Intermediate Algebra | Prealgebra / Basic Algebra,Medium,Algebra,Algebraic Expressions,Medium
MATHNET-0h10,MATHNET-00f5,0.8407242725805636,3,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-00f5,MATHNET-0h10,0.8407242725805636,2,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-03bq,MATHNET-0est,0.8407166260976845,2,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0est,MATHNET-03bq,0.8407166260976845,3,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-02dy,MATHNET-0hfw,0.8405239040776499,9,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0hfw,MATHNET-02dy,0.8405239040776499,7,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0jpj,MATHNET-0iy8,0.8403540814684656,5,Number Theory,Other,Easy,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,Easy
MATHNET-0iy8,MATHNET-0jpj,0.8403540814684656,4,Number Theory,Divisibility / Factorization | Number-Theoretic Functions,Easy,Number Theory,Other,Easy
MATHNET-0b1j,MATHNET-043v,0.8400810072646094,5,Algebra,Algebraic Expressions,Easy,Algebra,Equations and Inequalities | Intermediate Algebra,Easy
MATHNET-043v,MATHNET-0b1j,0.8400810072646094,4,Algebra,Equations and Inequalities | Intermediate Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-07oo,MATHNET-0f42,0.8400771631960366,8,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions | Equations and Inequalities,Easy
MATHNET-0f42,MATHNET-07oo,0.8400771631960366,3,Algebra,Algebraic Expressions | Equations and Inequalities,Easy,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy
MATHNET-0etj,MATHNET-0dpx,0.8399932913478313,2,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0dpx,MATHNET-0etj,0.8399932913478313,6,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-03f4,MATHNET-0acd,0.8399892641635937,7,Algebra,Equations and Inequalities | Intermediate Algebra,Medium,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Medium
MATHNET-0iqf,MATHNET-0joq,0.8396955096419261,10,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Medium
MATHNET-0dts,MATHNET-0hfw,0.8395623855060553,3,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Easy
MATHNET-0hfw,MATHNET-0dts,0.8395623855060553,8,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Medium
MATHNET-0h8n,MATHNET-0joq,0.83952486145661,8,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Medium
MATHNET-0fyo,MATHNET-0g7r,0.8394216054931468,8,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0g7r,MATHNET-0fyo,0.8394216054931468,8,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0clz,MATHNET-07nh,0.8393947801720927,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-07nh,MATHNET-0clz,0.8393947801720927,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0htx,MATHNET-007d,0.8393401139874769,1,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-007d,MATHNET-0htx,0.8393401139874769,2,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0dau,MATHNET-0djq,0.8392788418930555,1,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0djq,MATHNET-0dau,0.8392788418930555,3,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-02kg,MATHNET-0ekm,0.8392608310112241,5,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0ekm,MATHNET-02kg,0.8392608310112241,7,Algebra,Algebraic Expressions,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0apd,MATHNET-0jxx,0.8392068964949148,4,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0jxx,MATHNET-0apd,0.8392068964949148,5,Algebra,Algebraic Expressions,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-05tc,MATHNET-09q7,0.8391677344084875,7,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0hog,MATHNET-0dts,0.8391173332887507,5,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0dts,MATHNET-0hog,0.8391173332887507,4,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0doe,MATHNET-09vi,0.8391045039591097,6,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-08kv,MATHNET-0dts,0.839078685813806,3,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0dts,MATHNET-08kv,0.839078685813806,5,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0ads,MATHNET-05i6,0.8389527806362541,8,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-05i6,MATHNET-0ads,0.8389527806362541,5,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0ab4,MATHNET-0apd,0.838680130554518,4,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0apd,MATHNET-0ab4,0.838680130554518,5,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0g1b,MATHNET-023i,0.8386144401952962,4,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Medium
MATHNET-0kpx,MATHNET-0b1m,0.8385662174094523,4,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-00by,MATHNET-0a9f,0.8385043720486292,4,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0a9f,MATHNET-00by,0.8385043720486292,5,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-05x1,MATHNET-02nt,0.8384631749926118,7,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Easy
MATHNET-02nt,MATHNET-05x1,0.8384631749926118,6,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Medium
MATHNET-0hxe,MATHNET-01ef,0.8383508255556049,2,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-01ef,MATHNET-0hxe,0.8383508255556049,2,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0bui,MATHNET-0hai,0.8383039638673705,4,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Equations and Inequalities,Easy
MATHNET-0hai,MATHNET-0bui,0.8383039638673705,7,Algebra,Equations and Inequalities,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0l5j,MATHNET-0j8y,0.8382713302653103,9,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-06j5,MATHNET-0f3f,0.8381425515321352,2,Discrete Mathematics,Combinatorics,Medium,Discrete Mathematics,Combinatorics,Medium
MATHNET-0f3f,MATHNET-06j5,0.8381425515321352,1,Discrete Mathematics,Combinatorics,Medium,Discrete Mathematics,Combinatorics,Medium
MATHNET-0gle,MATHNET-0dzm,0.8381237103170112,5,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0dzm,MATHNET-0gle,0.8381237103170112,2,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-04yy,MATHNET-0blq,0.8380340001852921,1,Number Theory,Divisibility / Factorization,Medium,Number Theory,Divisibility / Factorization | Modular Arithmetic,Medium
MATHNET-0blq,MATHNET-04yy,0.8380340001852921,1,Number Theory,Divisibility / Factorization | Modular Arithmetic,Medium,Number Theory,Divisibility / Factorization,Medium
MATHNET-06nq,MATHNET-0a9f,0.8378779660379108,3,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0a9f,MATHNET-06nq,0.8378779660379108,6,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0iic,MATHNET-0g45,0.8378291859934395,3,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,Very Hard,Algebra,Algebraic Expressions | Equations and Inequalities,Very Hard
MATHNET-0g45,MATHNET-0iic,0.8378291859934395,2,Algebra,Algebraic Expressions | Equations and Inequalities,Very Hard,Algebra,Algebraic Expressions | Equations and Inequalities | Prealgebra / Basic Algebra,Very Hard
MATHNET-08kv,MATHNET-0hn5,0.8378255244493367,4,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0hn5,MATHNET-08kv,0.8378255244493367,5,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-03di,MATHNET-03zv,0.8377378893427228,10,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Medium,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Medium
MATHNET-03zv,MATHNET-03di,0.8377378893427228,6,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Medium,Algebra | Number Theory,Algebraic Expressions | Divisibility / Factorization,Medium
MATHNET-0fk5,MATHNET-06c9,0.8376378444147853,6,Geometry,Solid Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-06c9,MATHNET-0fk5,0.8376378444147853,8,Geometry,Plane Geometry,Easy,Geometry,Solid Geometry,Easy
MATHNET-067b,MATHNET-05i6,0.8376145308498781,8,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-05i6,MATHNET-067b,0.8376145308498781,6,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy
MATHNET-0fj3,MATHNET-09cc,0.8375943317349563,7,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Easy,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Easy
MATHNET-09cc,MATHNET-0fj3,0.8375943317349563,4,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Easy,Algebra | Discrete Mathematics,Algebraic Expressions | Combinatorics,Easy
MATHNET-06mm,MATHNET-0joq,0.8375326490219771,10,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0kx0,MATHNET-0cm5,0.8375026026185731,6,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0cm5,MATHNET-0kx0,0.8375026026185731,5,Geometry,Plane Geometry,Very Hard,Geometry,Plane Geometry,Very Hard
MATHNET-0dts,MATHNET-09hf,0.8372524462130178,6,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-09hf,MATHNET-0dts,0.8372524462130178,3,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-02zm,MATHNET-087s,0.8372331235698118,8,Number Theory,Divisibility / Factorization,Medium,Number Theory,Diophantine Equations | Modular Arithmetic,Medium
MATHNET-087s,MATHNET-02zm,0.8372331235698118,3,Number Theory,Diophantine Equations | Modular Arithmetic,Medium,Number Theory,Divisibility / Factorization,Medium
MATHNET-0coi,MATHNET-05lk,0.8367939036906409,1,Discrete Mathematics,Combinatorics,Medium,Discrete Mathematics,Combinatorics,Medium
MATHNET-05lk,MATHNET-0coi,0.8367939036906409,5,Discrete Mathematics,Combinatorics,Medium,Discrete Mathematics,Combinatorics,Medium
MATHNET-0fxg,MATHNET-0g2s,0.8365071940465134,4,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0g2s,MATHNET-0fxg,0.8365071940465134,5,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0gii,MATHNET-0ab4,0.8364008188356686,5,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Prealgebra / Basic Algebra,Easy
MATHNET-0ab4,MATHNET-0gii,0.8364008188356686,5,Algebra,Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions | Intermediate Algebra,Easy
MATHNET-0lgk,MATHNET-06xr,0.8363721028082095,6,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-06xr,MATHNET-0lgk,0.8363721028082095,2,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-087s,MATHNET-05f6,0.8362344495350337,4,Number Theory,Diophantine Equations | Modular Arithmetic,Medium,Number Theory,Divisibility / Factorization,Medium
MATHNET-05f6,MATHNET-087s,0.8362344495350337,8,Number Theory,Divisibility / Factorization,Medium,Number Theory,Diophantine Equations | Modular Arithmetic,Medium
MATHNET-09sr,MATHNET-0dmc,0.8360396790526017,9,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Hard
MATHNET-0h6j,MATHNET-0hls,0.8360164594701515,1,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0hls,MATHNET-0h6j,0.8360164594701515,5,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0855,MATHNET-023i,0.8359958876818744,9,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Medium
MATHNET-0bn3,MATHNET-0hfw,0.8358555545670332,7,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Easy
MATHNET-0e73,MATHNET-0500,0.8358030398416025,1,Discrete Mathematics,Combinatorics,Hard,Discrete Mathematics,Combinatorics,Hard
MATHNET-0500,MATHNET-0e73,0.8358030398416025,2,Discrete Mathematics,Combinatorics,Hard,Discrete Mathematics,Combinatorics,Hard
MATHNET-06c9,MATHNET-0i3q,0.8357554103515099,9,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0i3q,MATHNET-06c9,0.8357554103515099,5,Geometry,Plane Geometry,Easy,Geometry,Plane Geometry,Easy
MATHNET-0ko4,MATHNET-0b1m,0.835264059232152,10,Algebra,Intermediate Algebra | Prealgebra / Basic Algebra,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-095q,MATHNET-0dmc,0.8349206476934514,10,Geometry,Solid Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0855,MATHNET-05jg,0.8346188024078619,10,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0kpx,MATHNET-0f42,0.8345920692941324,5,Algebra,Algebraic Expressions | Intermediate Algebra,Easy,Algebra,Algebraic Expressions | Equations and Inequalities,Easy
MATHNET-0f42,MATHNET-0kpx,0.8345920692941324,4,Algebra,Algebraic Expressions | Equations and Inequalities,Easy,Algebra,Algebraic Expressions | Intermediate Algebra,Easy
MATHNET-0ibi,MATHNET-01rg,0.8343705023411214,3,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-01rg,MATHNET-0ibi,0.8343705023411214,2,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-0hxe,MATHNET-09iq,0.8343475012300852,4,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-09iq,MATHNET-0hxe,0.8343475012300852,3,Geometry,Plane Geometry,Medium,Geometry,Plane Geometry,Medium
MATHNET-00mi,MATHNET-0e08,0.8342339609144583,10,Algebra,Algebraic Expressions | Equations and Inequalities,Easy,Algebra,Algebraic Expressions | Prealgebra / Basic Algebra,Easy
MATHNET-03wz,MATHNET-0f8b,0.834070594784075,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0f8b,MATHNET-03wz,0.834070594784075,1,Geometry,Plane Geometry,Hard,Geometry,Plane Geometry,Hard
MATHNET-0axv,MATHNET-0j2y,0.8340402879419729,6,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0j2y,MATHNET-0axv,0.8340402879419729,5,Algebra,Algebraic Expressions,Easy,Algebra,Algebraic Expressions,Easy
MATHNET-0839,MATHNET-0fv5,0.8339670357275052,1,Discrete Mathematics,Combinatorics,Medium,Discrete Mathematics,Combinatorics,Medium
MATHNET-0fv5,MATHNET-0839,0.8339670357275052,1,Discrete Mathematics,Combinatorics,Medium,Discrete Mathematics,Combinatorics,Medium
MATHNET-02pg,MATHNET-0cvk,0.833898370143446,5,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
MATHNET-0cvk,MATHNET-02pg,0.833898370143446,2,Discrete Mathematics,Combinatorics,Easy,Discrete Mathematics,Combinatorics,Easy
